asv_id,kingdom,phylum,class,order,family,genus,species,Taxonomy
ASV114,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,uncultured_marine_bacterium,Bacteria{superkingdom}(82);Bacteroidetes{phylum}(82);Flavobacteriia{class}(82);Flavobacteriales{order}(82);Flavobacteriaceae{family}(82);{genus}(82);uncultured_marine_bacterium{species}(82)
ASV115,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Unassigned,Unassigned,Bacteria{superkingdom}(100);Bacteroidetes{phylum}(100);Flavobacteriia{class}(100);Flavobacteriales{order}(100);Flavobacteriaceae{family}(100);Unassigned{genus}(0);Unassigned{species}(0)
ASV116,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Olleya,Unassigned,Bacteria{superkingdom}(81);Bacteroidetes{phylum}(81);Flavobacteriia{class}(81);Flavobacteriales{order}(81);Flavobacteriaceae{family}(81);Olleya{genus}(81);Unassigned{species}(0)
ASV118,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Unassigned,Bacteria{superkingdom}(100);Proteobacteria{phylum}(100);Gammaproteobacteria{class}(100);{order}(100);{family}(100);{genus}(100);Unassigned{species}(0)
ASV119,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Rhodoluna,Unassigned,Bacteria{superkingdom}(99);Actinobacteria{phylum}(99);Actinobacteria{class}(99);Actinomycetales{order}(99);Microbacteriaceae{family}(99);Rhodoluna{genus}(99);Unassigned{species}(0)
ASV120,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Unassigned,Unassigned,Bacteria{superkingdom}(100);Proteobacteria{phylum}(100);Alphaproteobacteria{class}(100);Rhodobacterales{order}(100);Rhodobacteraceae{family}(100);Unassigned{genus}(0);Unassigned{species}(0)
ASV121,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Nonlabens,Nonlabens_sediminis,Bacteria{superkingdom}(82);Bacteroidetes{phylum}(82);Flavobacteriia{class}(82);Flavobacteriales{order}(82);Flavobacteriaceae{family}(82);Nonlabens{genus}(82);Nonlabens_sediminis{species}(82)
ASV122,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Unassigned,Unassigned,Unassigned,Bacteria{superkingdom}(100);Bacteroidetes{phylum}(100);Flavobacteriia{class}(100);Flavobacteriales{order}(100);Unassigned{family}(0);Unassigned{genus}(0);Unassigned{species}(0)
ASV123,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Unassigned,Bacteria{superkingdom}(88);Proteobacteria{phylum}(88);Gammaproteobacteria{class}(88);Vibrionales{order}(88);Vibrionaceae{family}(88);Vibrio{genus}(88);Unassigned{species}(0)
ASV124,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,Unassigned,Bacteria{superkingdom}(100);Bacteroidetes{phylum}(100);Flavobacteriia{class}(100);Flavobacteriales{order}(100);Flavobacteriaceae{family}(100);{genus}(100);Unassigned{species}(0)
ASV125,Bacteria,Proteobacteria,Alphaproteobacteria,,SAR11,Candidatus_Pelagibacter,uncultured_proteobacterium,Bacteria{superkingdom}(94);Proteobacteria{phylum}(94);Alphaproteobacteria{class}(94);{order}(94);SAR11{family}(94);Candidatus_Pelagibacter{genus}(94);uncultured_proteobacterium{species}(94)
ASV126,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_incertae_sedis,,,Unassigned,Bacteria{superkingdom}(98);Proteobacteria{phylum}(98);Gammaproteobacteria{class}(98);Gammaproteobacteria_incertae_sedis{order}(98);{family}(98);{genus}(98);Unassigned{species}(0)
ASV127,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Unassigned,Bacteria{superkingdom}(100);Proteobacteria{phylum}(100);Gammaproteobacteria{class}(100);{order}(100);{family}(100);{genus}(100);Unassigned{species}(0)
ASV128,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Unassigned,Unassigned,Bacteria{superkingdom}(100);Verrucomicrobia{phylum}(100);Verrucomicrobiae{class}(100);Verrucomicrobiales{order}(100);Verrucomicrobiaceae{family}(100);Unassigned{genus}(0);Unassigned{species}(0)
ASV130,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Unassigned,Unassigned,Bacteria{superkingdom}(100);Proteobacteria{phylum}(100);Gammaproteobacteria{class}(100);Oceanospirillales{order}(100);Oceanospirillaceae{family}(100);Unassigned{genus}(0);Unassigned{species}(0)
ASV131,Bacteria,Actinobacteria,Actinobacteria,,,,Unassigned,Bacteria{superkingdom}(96);Actinobacteria{phylum}(96);Actinobacteria{class}(96);{order}(96);{family}(96);{genus}(96);Unassigned{species}(0)
ASV132,Bacteria,Proteobacteria,Alphaproteobacteria,,,,Unassigned,Bacteria{superkingdom}(98);Proteobacteria{phylum}(98);Alphaproteobacteria{class}(98);{order}(98);{family}(98);{genus}(98);Unassigned{species}(0)
ASV133,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Unassigned,Bacteria{superkingdom}(100);Proteobacteria{phylum}(100);Gammaproteobacteria{class}(100);Alteromonadales{order}(100);Pseudoalteromonadaceae{family}(100);Pseudoalteromonas{genus}(100);Unassigned{species}(0)
ASV134,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonas,uncultured_marine_bacterium,Bacteria{superkingdom}(99);Proteobacteria{phylum}(99);Alphaproteobacteria{class}(99);Caulobacterales{order}(99);Hyphomonadaceae{family}(99);Hyphomonas{genus}(99);uncultured_marine_bacterium{species}(99)
ASV135,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Unassigned,Bacteria{superkingdom}(100);Proteobacteria{phylum}(100);Gammaproteobacteria{class}(100);{order}(100);{family}(100);{genus}(100);Unassigned{species}(0)
ASV137,Bacteria,Proteobacteria,Alphaproteobacteria,,SAR11,Candidatus_Pelagibacter,Unassigned,Bacteria{superkingdom}(100);Proteobacteria{phylum}(100);Alphaproteobacteria{class}(100);{order}(100);SAR11{family}(100);Candidatus_Pelagibacter{genus}(100);Unassigned{species}(0)
ASV139,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera,unidentified_marine_bacterioplankton,Bacteria{superkingdom}(100);Planctomycetes{phylum}(100);Phycisphaerae{class}(100);Phycisphaerales{order}(100);Phycisphaeraceae{family}(100);Phycisphaera{genus}(100);unidentified_marine_bacterioplankton{species}(100)
ASV140,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,uncultured_bacterium,Bacteria{superkingdom}(87);Proteobacteria{phylum}(87);Alphaproteobacteria{class}(87);Rhodobacterales{order}(87);Rhodobacteraceae{family}(87);Rhodovulum{genus}(87);uncultured_bacterium{species}(87)
ASV141,Bacteria,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,Coraliomargarita,Unassigned,Bacteria{superkingdom}(100);Verrucomicrobia{phylum}(100);Opitutae{class}(100);Puniceicoccales{order}(100);Puniceicoccaceae{family}(100);Coraliomargarita{genus}(100);Unassigned{species}(0)
ASV143,Bacteria,Proteobacteria,Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned,Bacteria{superkingdom}(100);Proteobacteria{phylum}(100);Alphaproteobacteria{class}(100);Unassigned{order}(0);Unassigned{family}(0);Unassigned{genus}(0);Unassigned{species}(0)
ASV144,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_incertae_sedis,,,Unassigned,Bacteria{superkingdom}(85);Proteobacteria{phylum}(85);Gammaproteobacteria{class}(85);Gammaproteobacteria_incertae_sedis{order}(85);{family}(85);{genus}(85);Unassigned{species}(0)
ASV145,Bacteria,Bacteroidetes,,,,,uncultured_marine_bacterium,Bacteria{superkingdom}(100);Bacteroidetes{phylum}(100);{class}(100);{order}(100);{family}(100);{genus}(100);uncultured_marine_bacterium{species}(100)
ASV146,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,Unassigned,Bacteria{superkingdom}(100);Bacteroidetes{phylum}(100);Flavobacteriia{class}(100);Flavobacteriales{order}(100);Flavobacteriaceae{family}(100);{genus}(100);Unassigned{species}(0)
ASV147,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_incertae_sedis,,,unidentified_marine_bacterioplankton,Bacteria{superkingdom}(97);Proteobacteria{phylum}(97);Gammaproteobacteria{class}(97);Gammaproteobacteria_incertae_sedis{order}(97);{family}(97);{genus}(97);unidentified_marine_bacterioplankton{species}(97)
ASV148,Bacteria,,,,,,unidentified_marine_bacterioplankton,Bacteria{superkingdom}(100);{phylum}(100);{class}(100);{order}(100);{family}(100);{genus}(100);unidentified_marine_bacterioplankton{species}(100)
ASV149,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oleibacter,Unassigned,Bacteria{superkingdom}(100);Proteobacteria{phylum}(100);Gammaproteobacteria{class}(100);Oceanospirillales{order}(100);Oceanospirillaceae{family}(100);Oleibacter{genus}(100);Unassigned{species}(0)
ASV150,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Salinirepens,uncultured_bacterium,Bacteria{superkingdom}(83);Bacteroidetes{phylum}(83);Flavobacteriia{class}(83);Flavobacteriales{order}(83);Cryomorphaceae{family}(83);Salinirepens{genus}(83);uncultured_bacterium{species}(83)
ASV151,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Unassigned,Unassigned,Bacteria{superkingdom}(100);Proteobacteria{phylum}(100);Alphaproteobacteria{class}(100);Rhodobacterales{order}(100);Rhodobacteraceae{family}(100);Unassigned{genus}(0);Unassigned{species}(0)
ASV152,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Unassigned,Unassigned,Unassigned,Bacteria{superkingdom}(100);Proteobacteria{phylum}(100);Gammaproteobacteria{class}(100);Oceanospirillales{order}(100);Unassigned{family}(0);Unassigned{genus}(0);Unassigned{species}(0)
ASV154,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aureicoccus,Unassigned,Bacteria{superkingdom}(100);Bacteroidetes{phylum}(100);Flavobacteriia{class}(100);Flavobacteriales{order}(100);Flavobacteriaceae{family}(100);Aureicoccus{genus}(100);Unassigned{species}(0)
ASV155,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,Unassigned,Bacteria{superkingdom}(100);Bacteroidetes{phylum}(100);Flavobacteriia{class}(100);Flavobacteriales{order}(100);Flavobacteriaceae{family}(100);{genus}(100);Unassigned{species}(0)
ASV156,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Persicirhabdus,uncultured_Verrucomicrobiaceae_bacterium,Bacteria{superkingdom}(99);Verrucomicrobia{phylum}(99);Verrucomicrobiae{class}(99);Verrucomicrobiales{order}(99);Verrucomicrobiaceae{family}(99);Persicirhabdus{genus}(99);uncultured_Verrucomicrobiaceae_bacterium{species}(99)
ASV158,Bacteria,Marinimicrobia,,,,Marinimicrobia_genera_incertae_sedis,unidentified_marine_bacterioplankton,Bacteria{superkingdom}(99);Marinimicrobia{phylum}(99);{class}(99);{order}(99);{family}(99);Marinimicrobia_genera_incertae_sedis{genus}(99);unidentified_marine_bacterioplankton{species}(99)
ASV160,Bacteria,Proteobacteria,Alphaproteobacteria,,SAR11,Candidatus_Pelagibacter,Unassigned,Bacteria{superkingdom}(100);Proteobacteria{phylum}(100);Alphaproteobacteria{class}(100);{order}(100);SAR11{family}(100);Candidatus_Pelagibacter{genus}(100);Unassigned{species}(0)
ASV162,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_incertae_sedis,,,Unassigned,Bacteria{superkingdom}(99);Proteobacteria{phylum}(99);Gammaproteobacteria{class}(99);Gammaproteobacteria_incertae_sedis{order}(99);{family}(99);{genus}(99);Unassigned{species}(0)
ASV163,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Persicirhabdus,uncultured_Verrucomicrobiaceae_bacterium,Bacteria{superkingdom}(99);Verrucomicrobia{phylum}(99);Verrucomicrobiae{class}(99);Verrucomicrobiales{order}(99);Verrucomicrobiaceae{family}(99);Persicirhabdus{genus}(99);uncultured_Verrucomicrobiaceae_bacterium{species}(99)
ASV164,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,uncultured_marine_bacterium,Bacteria{superkingdom}(85);Bacteroidetes{phylum}(85);Flavobacteriia{class}(85);Flavobacteriales{order}(85);Flavobacteriaceae{family}(85);{genus}(85);uncultured_marine_bacterium{species}(85)
ASV165,Bacteria,Proteobacteria,Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned,Bacteria{superkingdom}(100);Proteobacteria{phylum}(100);Alphaproteobacteria{class}(100);Unassigned{order}(0);Unassigned{family}(0);Unassigned{genus}(0);Unassigned{species}(0)
ASV166,Bacteria,,,,,,Unassigned,Bacteria{superkingdom}(100);{phylum}(100);{class}(100);{order}(100);{family}(100);{genus}(100);Unassigned{species}(0)
ASV167,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Unassigned,Bacteria{superkingdom}(98);Proteobacteria{phylum}(98);Gammaproteobacteria{class}(98);Oceanospirillales{order}(98);Halomonadaceae{family}(98);Halomonas{genus}(98);Unassigned{species}(0)
ASV168,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Rhodothermaceae,,uncultured_bacterium,Bacteria{superkingdom}(98);Bacteroidetes{phylum}(98);Sphingobacteriia{class}(98);Sphingobacteriales{order}(98);Rhodothermaceae{family}(98);{genus}(98);uncultured_bacterium{species}(98)
ASV169,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,Iamiaceae,,unidentified_marine_bacterioplankton,Bacteria{superkingdom}(85);Actinobacteria{phylum}(85);Actinobacteria{class}(85);Acidimicrobiales{order}(85);Iamiaceae{family}(85);{genus}(85);unidentified_marine_bacterioplankton{species}(85)
ASV170,Bacteria,Actinobacteria,Actinobacteria,,,,uncultured_marine_microorganism,Bacteria{superkingdom}(91);Actinobacteria{phylum}(91);Actinobacteria{class}(91);{order}(91);{family}(91);{genus}(91);uncultured_marine_microorganism{species}(91)
ASV171,Bacteria,Proteobacteria,Gammaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned,Bacteria{superkingdom}(100);Proteobacteria{phylum}(100);Gammaproteobacteria{class}(100);Unassigned{order}(0);Unassigned{family}(0);Unassigned{genus}(0);Unassigned{species}(0)
ASV172,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Unassigned,Bacteria{superkingdom}(100);Proteobacteria{phylum}(100);Gammaproteobacteria{class}(100);{order}(100);{family}(100);{genus}(100);Unassigned{species}(0)
ASV173,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,uncultured_Sphingobacteriales_bacterium,Bacteria{superkingdom}(99);Bacteroidetes{phylum}(99);Flavobacteriia{class}(99);Flavobacteriales{order}(99);Flavobacteriaceae{family}(99);{genus}(99);uncultured_Sphingobacteriales_bacterium{species}(99)
ASV174,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Unassigned,Bacteria{superkingdom}(100);Proteobacteria{phylum}(100);Gammaproteobacteria{class}(100);{order}(100);{family}(100);{genus}(100);Unassigned{species}(0)
ASV175,Bacteria,Proteobacteria,Gammaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned,Bacteria{superkingdom}(100);Proteobacteria{phylum}(100);Gammaproteobacteria{class}(100);Unassigned{order}(0);Unassigned{family}(0);Unassigned{genus}(0);Unassigned{species}(0)
ASV177,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Unassigned,Bacteria{superkingdom}(100);Proteobacteria{phylum}(100);Gammaproteobacteria{class}(100);{order}(100);{family}(100);{genus}(100);Unassigned{species}(0)
ASV179,Bacteria,Proteobacteria,Alphaproteobacteria,,,,Unassigned,Bacteria{superkingdom}(100);Proteobacteria{phylum}(100);Alphaproteobacteria{class}(100);{order}(100);{family}(100);{genus}(100);Unassigned{species}(0)
ASV180,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Ponticaulis,Ponticaulis_koreensis,Bacteria{superkingdom}(99);Proteobacteria{phylum}(99);Alphaproteobacteria{class}(99);Caulobacterales{order}(99);Hyphomonadaceae{family}(99);Ponticaulis{genus}(99);Ponticaulis_koreensis{species}(99)
ASV181,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,Unassigned,Bacteria{superkingdom}(99);Bacteroidetes{phylum}(99);Flavobacteriia{class}(99);Flavobacteriales{order}(99);Flavobacteriaceae{family}(99);{genus}(99);Unassigned{species}(0)
ASV183,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Unassigned,Unassigned,Bacteria{superkingdom}(100);Proteobacteria{phylum}(100);Alphaproteobacteria{class}(100);Rhodobacterales{order}(100);Rhodobacteraceae{family}(100);Unassigned{genus}(0);Unassigned{species}(0)
ASV185,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Phaeocystidibacter,Unassigned,Bacteria{superkingdom}(100);Bacteroidetes{phylum}(100);Flavobacteriia{class}(100);Flavobacteriales{order}(100);Cryomorphaceae{family}(100);Phaeocystidibacter{genus}(100);Unassigned{species}(0)
ASV186,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thalassococcus,Unassigned,Bacteria{superkingdom}(100);Proteobacteria{phylum}(100);Alphaproteobacteria{class}(100);Rhodobacterales{order}(100);Rhodobacteraceae{family}(100);Thalassococcus{genus}(100);Unassigned{species}(0)
ASV187,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oleibacter,Unassigned,Bacteria{superkingdom}(100);Proteobacteria{phylum}(100);Gammaproteobacteria{class}(100);Oceanospirillales{order}(100);Oceanospirillaceae{family}(100);Oleibacter{genus}(100);Unassigned{species}(0)
ASV188,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,alpha_proteobacterium_SCGC_AAA015-N17,Bacteria{superkingdom}(98);Proteobacteria{phylum}(98);Alphaproteobacteria{class}(98);Rhodospirillales{order}(98);Rhodospirillaceae{family}(98);{genus}(98);alpha_proteobacterium_SCGC_AAA015-N17{species}(98)
ASV189,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,,uncultured_marine_microorganism,Bacteria{superkingdom}(100);Planctomycetes{phylum}(100);Planctomycetia{class}(100);Planctomycetales{order}(100);Planctomycetaceae{family}(100);{genus}(100);uncultured_marine_microorganism{species}(100)
ASV190,Bacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Bacteria{superkingdom}(100);Unassigned{phylum}(0);Unassigned{class}(0);Unassigned{order}(0);Unassigned{family}(0);Unassigned{genus}(0);Unassigned{species}(0)
ASV192,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,Unassigned,Bacteria{superkingdom}(100);Proteobacteria{phylum}(100);Alphaproteobacteria{class}(100);Rhodobacterales{order}(100);Rhodobacteraceae{family}(100);{genus}(100);Unassigned{species}(0)
ASV193,Bacteria,Marinimicrobia,,,,Marinimicrobia_genera_incertae_sedis,Unassigned,Bacteria{superkingdom}(100);Marinimicrobia{phylum}(100);{class}(100);{order}(100);{family}(100);Marinimicrobia_genera_incertae_sedis{genus}(100);Unassigned{species}(0)
ASV194,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,Flavobacterium_sp._SCGC_AAA300-K05,Bacteria{superkingdom}(99);Bacteroidetes{phylum}(99);Flavobacteriia{class}(99);Flavobacteriales{order}(99);Flavobacteriaceae{family}(99);{genus}(99);Flavobacterium_sp._SCGC_AAA300-K05{species}(99)
ASV195,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Unassigned,Bacteria{superkingdom}(99);Proteobacteria{phylum}(99);Gammaproteobacteria{class}(99);{order}(99);{family}(99);{genus}(99);Unassigned{species}(0)
ASV196,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Salinirepens,uncultured_marine_bacterium,Bacteria{superkingdom}(95);Bacteroidetes{phylum}(95);Flavobacteriia{class}(95);Flavobacteriales{order}(95);Cryomorphaceae{family}(95);Salinirepens{genus}(95);uncultured_marine_bacterium{species}(95)
ASV197,Bacteria,Proteobacteria,Alphaproteobacteria,,,,Unassigned,Bacteria{superkingdom}(100);Proteobacteria{phylum}(100);Alphaproteobacteria{class}(100);{order}(100);{family}(100);{genus}(100);Unassigned{species}(0)
ASV199,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Unassigned,Bacteria{superkingdom}(100);Proteobacteria{phylum}(100);Gammaproteobacteria{class}(100);{order}(100);{family}(100);{genus}(100);Unassigned{species}(0)
ASV201,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,Acidimicrobiaceae,Ilumatobacter,Unassigned,Bacteria{superkingdom}(100);Actinobacteria{phylum}(100);Actinobacteria{class}(100);Acidimicrobiales{order}(100);Acidimicrobiaceae{family}(100);Ilumatobacter{genus}(100);Unassigned{species}(0)
ASV202,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,Unassigned,Bacteria{superkingdom}(99);Proteobacteria{phylum}(99);Alphaproteobacteria{class}(99);Rhodobacterales{order}(99);Rhodobacteraceae{family}(99);Ruegeria{genus}(99);Unassigned{species}(0)
ASV204,Bacteria,Proteobacteria,Alphaproteobacteria,,SAR11,Candidatus_Pelagibacter,Unassigned,Bacteria{superkingdom}(100);Proteobacteria{phylum}(100);Alphaproteobacteria{class}(100);{order}(100);SAR11{family}(100);Candidatus_Pelagibacter{genus}(100);Unassigned{species}(0)
ASV205,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Unassigned,Unassigned,Bacteria{superkingdom}(89);Proteobacteria{phylum}(89);Betaproteobacteria{class}(89);Burkholderiales{order}(89);Burkholderiaceae{family}(89);Unassigned{genus}(0);Unassigned{species}(0)
ASV206,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,uncultured_marine_microorganism,Bacteria{superkingdom}(97);Proteobacteria{phylum}(97);Alphaproteobacteria{class}(97);Rhizobiales{order}(97);{family}(97);{genus}(97);uncultured_marine_microorganism{species}(97)
